name,rating,review_count,categories,price_type,address,phone
Ko,4.7,47,"['Ramen', 'Izakaya', 'Sushi Bars']",2.0,"2193 Mission St, San Francisco, CA 94110",(415) 796-3694
House Of Pancakes,4.3,1224,"['Noodles', 'Taiwanese', 'Pancakes']",2.0,"937 Taraval St, San Francisco, CA 94116",(415) 681-8388
Cocobang,3.8,1208,['Korean'],2.0,"550 Taylor St, San Francisco, CA 94102",(415) 292-5144
Toyose,3.7,1760,"['Korean', 'Desserts', 'Breakfast & Brunch']",2.0,"3814 Noriega St, San Francisco, CA 94122",(415) 731-0232
Foliage,4.2,328,['New American'],4.0,"300 Precita Ave, San Francisco, CA 94110",(415) 400-5997
Alora,3.8,58,"['Mediterranean', 'Seafood', 'Cocktail Bars']",2.0,"Pier 3, Hornblower landing, San Francisco, CA 94111",(415) 738-6004
Berliner Berliner,4.6,80,"['German', 'Burgers', 'Hot Dogs']",2.0,"545 Haight St, San Francisco, CA 94117",(415) 795-1457
Trestle,4.4,1191,"['New American', 'Desserts']",3.0,"531 Jackson St, San Francisco, CA 94133",(415) 772-0922
Ryoko's,3.9,3382,"['Sushi Bars', 'Japanese', 'Bars']",2.0,"619 Taylor St, San Francisco, CA 94102",(415) 775-1028
True Laurel,4.2,391,"['Cocktail Bars', 'Breakfast & Brunch', 'American']",2.0,"753 Alabama St, San Francisco, CA 94110",(415) 341-0020
House of Tadu Ethiopian Kitchen,4.4,453,['Ethiopian'],2.0,"1130 4th St, San Francisco, CA 94158",(415) 655-9344
Marugame Udon,3.9,2475,"['Japanese', 'Noodles', 'Asian Fusion']",2.0,"3251 20th Ave, Space 184, San Francisco, CA 94132",(415) 680-1280
Kibatsu,4.4,339,"['Sushi Bars', 'Japanese']",3.0,"400 Haight St, San Francisco, CA 94117",(415) 872-9636
Kui Shin Bo,3.8,972,"['Japanese', 'Sushi Bars']",2.0,"22 Peace Plz, Fl 2, San Francisco, CA 94115",(415) 922-9575
Loquat,4.4,184,"['Bakeries', 'Cafes', 'Desserts']",2.0,"198 Gough St, San Francisco, CA 94102",(415) 994-6594
Nari,4.0,486,"['Thai', 'Wine Bars', 'Cocktail Bars']",3.0,"1625 Post St, San Francisco, CA 94115",(415) 868-6274
Rosemary & Pine,4.1,192,['New American'],3.0,"55 Division St, San Francisco, CA 94103",(415) 800-7585
Bursa,4.2,955,"['Middle Eastern', 'Turkish', 'Mediterranean']",2.0,"60 West Portal Ave, San Francisco, CA 94127",(415) 564-4006
Sessions at the Presidio,3.7,748,"['New American', 'Beer, Wine & Spirits', 'Cocktail Bars']",2.0,"1 Letterman Dr, Bldg D, San Francisco, CA 94129",(415) 655-9413
JJamPPong,4.7,511,"['Chinese', 'Korean', 'Seafood']",2.0,"5249 Mission St, San Francisco, CA 94112",(415) 347-7412
Kokio Republic,4.6,44,"['Chicken Shop', 'Korean']",2.0,"711 Geary St, San Francisco, CA 94109",(415) 376-8394
WenChang Dumpling Restaurant,4.6,139,"['Chinese', 'Noodles', 'Soup']",2.0,"1650 Balboa St, San Francisco, CA 94121",(415) 702-6156
Plow,4.1,3267,"['Breakfast & Brunch', 'New American']",2.0,"1299 18th St, San Francisco, CA 94107",(415) 821-7569
Limón,4.0,3570,"['Peruvian', 'Tapas/Small Plates']",3.0,"1001 S Van Ness Ave, San Francisco, CA 94110",(415) 821-2134
Uncle Chen,4.6,7,['Chinese'],2.0,"704 Post St, San Francisco, CA 94109",(415) 527-8922
Miller & Lux,4.2,344,"['American', 'Steakhouses', 'Seafood']",4.0,"700 Terry A Francois Blvd, San Francisco, CA 94158",(415) 872-6699
Bandit Dolores,4.3,38,"['Breakfast & Brunch', 'Burgers', 'Sandwiches']",2.0,"499 Dolores St, San Francisco, CA 94110",(415) 529-1248
What The Cluck - Haight,4.3,246,"['Thai', 'Chicken Shop', 'Chinese']",2.0,"1782 Haight St, San Francisco, CA 94117",(415) 702-6777
Ar Har Ya,4.9,49,['Burmese'],2.0,"357 Kearny St, San Francisco, CA 94108",(628) 236-7477
Purple Rice,4.2,288,"['Korean', 'Barbeque', 'Asian Fusion']",2.0,"509 Haight St, San Francisco, CA 94117",(415) 932-6257
Chaska Restaurant,4.6,108,"['Indian', 'Pakistani', 'Halal']",2.0,"5120 Geary Blvd, San Francisco, CA 94118",(415) 742-4166
Dosa Corner Indian Cuisine,4.3,80,"['Indian', 'Vegetarian']",2.0,"1499 Valencia St, San Francisco, CA 94110",(415) 400-4303
Papa's Kitchen,4.4,85,"['Chinese', 'Noodles', 'Soup']",2.0,"1705 Haight St, San Francisco, CA 94117",(415) 742-4040
The Palm Court at RH San Francisco,4.0,513,['American'],2.0,"590 20th St, San Francisco, CA 94107",(415) 865-0407
Pancake Boy,4.1,1259,"['Breakfast & Brunch', 'Burgers']",2.0,"4007 24th St, San Francisco, CA 94114",(415) 647-7037
Kantine,4.2,421,"['Scandinavian', 'Breakfast & Brunch']",2.0,"1906 Market St, San Francisco, CA 94102",(415) 735-7123
Tony's Pizza Napoletana,4.2,7144,"['Pizza', 'Italian', 'Cocktail Bars']",2.0,"1570 Stockton St, San Francisco, CA 94133",(415) 835-9888
Kayma,4.9,16,['African'],2.0,"945 Market St, Fl 2, San Francisco, CA 94103",(415) 847-7032
Tataki,4.1,1467,"['Sushi Bars', 'Bars']",2.0,"2827 California St, San Francisco, CA 94115",(415) 931-1182
Oishinbo Sushi,4.5,44,['Sushi Bars'],2.0,"202 Clement St, San Francisco, CA 94118",(628) 432-0764
Za'atar,4.5,187,"['Mediterranean', 'Food Delivery Services', 'Caterers']",2.0,"1750 Cesar Chavez, Unit D, San Francisco, CA 94124",(415) 562-4030
Supreme Crab Seafood Buffet,3.5,667,"['Cajun/Creole', 'Seafood', 'Buffets']",2.0,"245 Jefferson St, Fl 2, San Francisco, CA 94133",(415) 673-8888
Catch French Bistro,4.4,5,"['Seafood', 'Breakfast & Brunch', 'Cocktail Bars']",2.0,"2362 Market St, San Francisco, CA 94114",(415) 431-5000
YH-Beijing,4.4,352,['Chinese'],2.0,"500 Haight St, San Francisco, CA 94117",(415) 355-9125
La Mediterranee,4.2,1745,"['Middle Eastern', 'Mediterranean', 'Armenian']",2.0,"2210 Fillmore St, San Francisco, CA 94115",(415) 921-2956
Ayahuazka,4.2,17,"['Peruvian', 'Latin American', 'Breakfast & Brunch']",2.0,"2704 24th St, San Francisco, CA 94110",(510) 417-9816
Izakaya Sozai,3.8,2182,"['Ramen', 'Izakaya', 'Noodles']",2.0,"1500 Irving St, San Francisco, CA 94122",(415) 371-9721
The Anchovy Bar,4.2,254,['Seafood'],2.0,"1740 O'Farrell St, San Francisco, CA 94115",(415) 796-2710
L'mida,4.0,107,"['Mediterranean', 'Moroccan']",3.0,"2359 Chestnut St, San Francisco, CA 94123",(415) 400-4686
La Fusión,4.4,1215,"['Latin American', 'Comfort Food', 'Peruvian']",2.0,"475 Pine St, San Francisco, CA 94104",(415) 781-0894
El Rancho Grande,3.8,488,['Mexican'],2.0,"855 Divisadero St, San Francisco, CA 94117",(415) 673-8226
Umami Sushi,4.9,8,"['Sushi Bars', 'Japanese', 'Vegetarian']",2.0,"2512 Clement St, San Francisco, CA 94121",(415) 753-9617
Funky Elephant,3.8,59,"['Thai', 'Wine Bars', 'Seafood']",2.0,"1270 Valencia St, San Francisco, CA 94110",(415) 400-5741
Alex and Lynnie's Hawaiian Musubis,5.0,3,"['Hawaiian', 'Food Delivery Services']",2.0,"San Francisco, CA 95014",(669) 240-0875
Bar Crudo,4.2,1955,['Seafood'],3.0,"655 Divisadero St, San Francisco, CA 94117",(415) 409-0679
Nightbird,4.1,210,['New American'],4.0,"330 Gough St, San Francisco, CA 94102",(415) 829-7565
K Soul Chicken,4.4,138,"['Korean', 'Chicken Wings', 'Beer Bar']",2.0,"1710 Polk St, San Francisco, CA 94109",(415) 796-3538
Cielito Lindo,4.4,332,['Mexican'],2.0,"3450 Balboa St, San Francisco, CA 94121",(415) 742-0959
High Treason,4.4,170,"['Wine Bars', 'American']",2.0,"443 Clement St, San Francisco, CA 94118",(415) 742-5256
Piroo,4.5,49,"['Himalayan/Nepalese', 'Tapas/Small Plates', 'Bars']",2.0,"1101 Polk St, San Francisco, CA 94109",(415) 889-9154
The Spice Jar,4.2,462,['Asian Fusion'],2.0,"2500 Bryant St, San Francisco, CA 94110",(415) 829-3668
Merchant Roots,4.6,102,['New American'],4.0,"1365 Fillmore St, San Francisco, CA 94115",(530) 574-7365
Fly Bar,3.9,780,"['American', 'Beer, Wine & Spirits']",2.0,"762 Divisadero St, San Francisco, CA 94117",(415) 780-1630
The Little Chihuahua,3.9,1596,['Mexican'],2.0,"292 Divisadero St, San Francisco, CA 94117",(415) 255-8225
Casements,4.5,101,"['Pubs', 'Irish', 'Beer Gardens']",2.0,"2351 Mission St, San Francisco, CA 94110",(415) 658-7320
Dumpling Zone,4.6,142,['Dim Sum'],2.0,"408 Dewey Blvd, San Francisco, CA 94116",(415) 665-6888
Aziza,4.2,2204,"['Moroccan', 'Wine Bars', 'Cocktail Bars']",3.0,"5800 Geary Blvd, San Francisco, CA 94121",(415) 682-4196
Wilder,3.9,224,"['New American', 'Comfort Food', 'Breakfast & Brunch']",2.0,"3154 Fillmore St, San Francisco, CA 94123",(415) 741-6605
Echigo Home Cook,4.6,42,"['Japanese', 'Sushi Bars']",2.0,"870 Valencia St, San Francisco, CA 94110",(415) 823-7593
Jane on Fillmore,3.9,1188,"['Coffee & Tea', 'Bakeries', 'Breakfast & Brunch']",2.0,"2123 Fillmore St, San Francisco, CA 94115",(415) 931-5263
Kazan,4.3,625,"['Japanese', 'Sushi Bars', 'Soup']",2.0,"2809 24th St, San Francisco, CA 94110",(415) 282-2001
Himalayan Cuisine SF,4.8,131,"['Indian', 'Himalayan/Nepalese']",2.0,"1412 Polk St, San Francisco, CA 94109",(415) 359-1236
Pye,4.7,34,"['Bakeries', 'Pop-Up Restaurants', 'Caterers']",2.0,"San Francisco, CA 94129",(415) 830-4660
Underdogs Tres,4.0,2233,"['Sports Bars', 'Mexican']",2.0,"1224 9th Ave, San Francisco, CA 94122",(415) 566-8700
Golden Crab House,4.3,406,"['Seafood', 'Vietnamese', 'Asian Fusion']",3.0,"1830 Irving St, San Francisco, CA 94122",(415) 702-6685
Pink Onion,4.6,1004,"['Pizza', 'Italian', 'Gastropubs']",2.0,"64 14th St, San Francisco, CA 94103",(415) 529-2635
Souvla,4.0,90,"['Greek', 'Mediterranean', 'Sandwiches']",2.0,"2505 3rd St, San Francisco, CA 94107",(415) 980-6800
Shanghai Dumpling King,4.5,115,['Dim Sum'],2.0,"720 14th St, San Francisco, CA 94114",(415) 757-0439
The Thonglor,4.3,458,"['Thai', 'Desserts', 'Soup']",2.0,"420 Geary St, San Francisco, CA 94102",(415) 346-3121
Dinosaurs,4.2,991,"['Vietnamese', 'Sandwiches']",2.0,"2275 Market St, San Francisco, CA 94114",(415) 503-1421
Il Casaro Pizzeria & Mozzarella Bar - North Beach,4.3,1828,"['Italian', 'Pizza']",2.0,"348 Columbus Ave, San Francisco, CA 94133",(415) 677-9455
Villon,3.9,377,"['New American', 'Breakfast & Brunch', 'Bars']",2.0,"1100 Market St, San Francisco, CA 94102",(628) 895-2039
Octavia,4.1,701,['New American'],3.0,"1701 Octavia St, San Francisco, CA 94109",(415) 408-7507
Rintaro,4.2,973,['Izakaya'],3.0,"82 14th St, San Francisco, CA 94103",(415) 589-7022
Banh Mi Viet,4.6,92,['Vietnamese'],1.0,"518 Divisadero St, San Francisco, CA 94117",(415) 865-0909
Little Star Pizza - Divisadero ,4.4,3083,"['Pizza', 'Italian', 'Bars']",2.0,"846 Divisadero St, San Francisco, CA 94117",(415) 441-1118
Square Pie Guys,4.3,878,"['Pizza', 'Chicken Wings', 'Salad']",2.0,"1077 Mission St, San Francisco, CA 94103",(415) 872-9290
Bite,4.1,860,"['Delis', 'Sandwiches', 'Salad']",2.0,"912 Sutter St, San Francisco, CA 94104",(415) 563-2483
The Sarap Shop,5.0,4,"['Comfort Food', 'Filipino']",2.0,"171 Stillman St, San Francisco, CA 94107",(415) 935-4785
HK Lounge Bistro,4.3,153,['Dim Sum'],2.0,"1136 Folsom St, San Francisco, CA 94103",(415) 668-8802
Homeroom,2.7,3,"['Food Delivery Services', 'American']",2.0,"741 Diamond St, San Francisco, CA 94114",(415) 942-8304
Canela Bistro & Wine Bar,4.3,792,"['Spanish', 'Tapas Bars', 'Wine Bars']",3.0,"2272 Market St, San Francisco, CA 94114",(415) 552-3000
Mensho Tokyo SF,4.1,2989,"['Ramen', 'Noodles']",2.0,"672 Geary St, San Francisco, CA 94102",(415) 800-8345
Picaro,3.9,1974,"['Spanish', 'Basque', 'Tapas Bars']",2.0,"3120 16th St, San Francisco, CA 94103",(415) 431-4089
Abu Salim Middle Eastern Grill,4.6,376,"['Halal', 'Falafel', 'Arabic']",2.0,"1599 Haight St, San Francisco, CA 94117",(415) 522-0122
Fenikkusu,4.5,148,"['Japanese', 'Tapas/Small Plates']",2.0,"1009 Guerrero St, San Francisco, CA 94110",(415) 923-8600
Board and Drink,4.8,40,"['Breakfast & Brunch', 'New American', 'Coffee & Tea']",2.0,"1329 Columbus Ave, San Francisco, CA 94109",(415) 658-7628
Nippon Curry featuring Hinoya Curry,4.5,343,['Japanese Curry'],2.0,"3347 Fillmore St, San Francisco, CA 94123",(415) 660-5170
Curio,4.1,270,"['Bars', 'New American']",2.0,"775 Valencia St, San Francisco, CA 94110",(415) 551-7306
Reem’s,4.2,216,"['Bakeries', 'Arabic', 'Coffee & Tea']",2.0,"2901 Mission St, San Francisco, CA 94110",(415) 780-1953
Yamo,3.8,2143,['Burmese'],1.0,"3406 18th St, San Francisco, CA 94110",(415) 553-8911
Street Taco,4.2,731,['Mexican'],2.0,"1607 Haight St, San Francisco, CA 94117",(415) 525-4435
Takara Sushi,3.8,342,"['Sushi Bars', 'Japanese']",2.0,"4243 18th St, San Francisco, CA 94114",(415) 626-7864
Taboun,4.0,328,"['Middle Eastern', 'Mediterranean']",2.0,"203 Parnassus Ave, San Francisco, CA 94117",(415) 566-9696
Hakashi Japanese Sushi Bar & Grill,4.3,555,"['Sushi Bars', 'Japanese']",2.0,"474 3rd St, San Francisco, CA 94107",(415) 872-9589
Hayz Dog,4.5,63,['Hot Dogs'],2.0,"364 Hayes St, San Francisco, CA 94102",(415) 655-9089
The House of Hummus,4.6,156,"['Middle Eastern', 'Falafel', 'Arabic']",2.0,"5 Masonic Ave, San Francisco, CA 94118",(415) 374-7803
Piccolo Forno,4.6,947,"['Pizza', 'Italian']",2.0,"725 Columbus Ave, San Francisco, CA 94133",(415) 757-0087
Union Larder,4.3,197,"['Wine Bars', 'New American', 'Tapas Bars']",2.0,"1945 Hyde St, San Francisco, CA 94109",(415) 323-4845
The Crafty Fox Ale House,4.3,288,"['Beer Bar', 'Burgers', 'New American']",2.0,"1700 Mission St, San Francisco, CA 94103",(415) 416-6602
The Harlequin,4.0,95,"['Cocktail Bars', 'Venues & Event Spaces', 'New American']",3.0,"68 4th St, San Francisco, CA 94103",(415) 488-5950
Boochmania,5.0,50,"['Kombucha', 'Mediterranean', 'Fast Food']",2.0,"685 Harrison St, San Francisco, CA 94107",(415) 800-7527
Hed verythai,4.4,315,['Thai'],2.0,"88 Hardie Pl, San Francisco, CA 94108",(415) 796-3944
B on the Go,4.1,242,"['Cafes', 'Sandwiches']",2.0,"2794 California St, San Francisco, CA 94115",(415) 589-7112
Habibi Falafel,4.6,55,"['Falafel', 'Kebab', 'Halal']",2.0,"1734 Divisadero St, San Francisco, CA 94115",(415) 449-4040
The Holbrook House,4.5,133,"['Cocktail Bars', 'Breakfast & Brunch', 'American']",2.0,"1 Sansome St, San Francisco, CA 94104",(415) 515-6444
Tanguito,4.3,675,"['Argentine', 'Burgers', 'Empanadas']",2.0,"2850 Jones St, San Francisco, CA 94133",(415) 577-4223
The Cheese School of San Francisco,4.6,221,['Cafes'],2.0,"2535 3rd St, San Francisco, CA 94107",(415) 346-7530
Que Viet Vietnamese Grill & Pho,4.6,85,"['Vietnamese', 'Asian Fusion', 'Noodles']",2.0,"570 4th St, San Francisco, CA 94107",(415) 385-6167
Yum Dragon SF,4.9,15,"['Food Court', 'Szechuan']",2.0,"380 Bush St, Ste 2, San Francisco, CA 94104",(415) 988-5613
Gai Chicken Rice,4.2,375,"['Thai', 'Vietnamese', 'Singaporean']",2.0,"3463 16th St, San Francisco, CA 94114",(415) 535-0451
New Thai Elephant,4.4,377,['Thai'],2.0,"393 Bay St, San Francisco, CA 94133",(415) 818-8999
Dumpling Specialist,4.4,278,"['Dim Sum', 'Shanghainese', 'Taiwanese']",2.0,"1119-1123 Taraval, San Francisco, CA 94116",(415) 640-1403
Halal Dastarkhan,4.3,311,"['Uzbek', 'Kebab', 'Halal']",2.0,"1098 Sutter St, San Francisco, CA 94109",(415) 525-3378
Aria Korean Street Food,3.9,1203,"['Korean', 'Chicken Shop', 'Tacos']",2.0,"932 Larkin St, San Francisco, CA 94109",(415) 292-6914
Grubstake Diner,3.5,1206,"['Burgers', 'Diners', 'American']",2.0,"1525 Pine St, San Francisco, CA 94109",(415) 228-8420
Chloe's Cafe,4.1,1067,"['Breakfast & Brunch', 'Cafes']",2.0,"1399 Church St, San Francisco, CA 94114",(415) 648-4116
La Mediterranee,3.9,672,"['Mediterranean', 'Middle Eastern', 'Caterers']",2.0,"288 Noe St, San Francisco, CA 94114",(415) 431-7210
Lucho's,4.7,521,"['Breakfast & Brunch', 'New American']",2.0,"2675 Ocean Ave, San Francisco, CA 94132",(415) 347-7416
SAJJ Mediterranean,3.9,192,"['Mediterranean', 'Halal', 'Middle Eastern']",2.0,"636 2nd St, San Francisco, CA 94107",(415) 658-7577
Trattoria da Vittorio - San Francisco,4.3,997,"['Italian', 'Pizza']",2.0,"150 W Portal Ave, San Francisco, CA 94127",(415) 742-0300
Waraku,3.8,1066,"['Ramen', 'Noodles', 'Izakaya']",2.0,"1638 Post St, San Francisco, CA 94115",(415) 292-3388
Jasmine Garden,4.1,731,['Vietnamese'],2.0,"708 14th St, San Francisco, CA 94114",(415) 861-2682
Back to Back,4.4,129,"['Pizza', 'Wine Bars', 'Cocktail Bars']",3.0,"1257 Taylor St, San Francisco, CA 94108",(415) 795-3403
Buffalo Wild Wings,4.0,1,"['Chicken Wings', 'Sports Bars', 'American']",2.0,"90-92 Charter Oak Ave, San Francisco, CA 94124",(415) 869-7080
Frank Grizzly’s,4.7,86,['Tacos'],2.0,"5698 3rd St, San Francisco, CA 94124",(415) 605-9991
Monsieur Benjamin,3.9,1132,"['French', 'Bars', 'Seafood']",3.0,"451 Gough St, San Francisco, CA 94102",(415) 403-2233
JT Restaurant,4.5,67,['Filipino'],1.0,"953 Mission St, San Francisco, CA 94103",(415) 571-5108
Sababa,4.3,416,"['Mediterranean', 'Middle Eastern', 'Greek']",2.0,"329 Kearny St, San Francisco, CA 94108",(415) 800-6853
Orphan Andy's,3.5,1086,"['Diners', 'American', 'Breakfast & Brunch']",2.0,"3991 17th St, Ste A, San Francisco, CA 94114",(415) 864-9795
Equator Round House,4.0,100,"['Coffee & Tea', 'Cafes']",2.0,"Golden Gate Bridge Plz, San Francisco, CA 94129",(415) 603-0366
Eight Tables by George Chen,4.3,218,['Chinese'],4.0,"8 Kenneth Rexroth Pl, San Francisco, CA 94133",(415) 788-8788
Burma Love - Downtown,4.2,513,"['Burmese', 'Cocktail Bars', 'Seafood']",2.0,"8 Mint Plz, San Francisco, CA 94103",(415) 764-4965
Eiji,4.0,1167,"['Sushi Bars', 'Japanese']",2.0,"317 Sanchez St, San Francisco, CA 94114",(415) 558-8149
Lazy Bear,4.5,813,['New American'],4.0,"3416 19th St, San Francisco, CA 94110",(415) 874-9921
Roam Artisan Burgers,4.0,1406,['Burgers'],2.0,"1923 Fillmore St, San Francisco, CA 94115",(415) 800-7801
Pho Huong Viet,4.4,348,['Vietnamese'],2.0,"5733 Geary Blvd, San Francisco, CA 94121",(415) 702-6177
El Techo,3.9,2780,"['Latin American', 'Cocktail Bars', 'Breakfast & Brunch']",2.0,"2516 Mission St, San Francisco, CA 94110",(415) 550-6970
Ballast Point - San Francisco,4.2,72,"['Breweries', 'Venues & Event Spaces', 'New American']",2.0,"705 16th St, San Francisco, CA 94158",(628) 400-5763
LaoTable,4.0,1573,"['Laotian', 'Thai']",2.0,"149 2nd St, San Francisco, CA 94105",(415) 278-9991
Mr East Kitchen,4.5,699,"['Breakfast & Brunch', 'Bubble Tea', 'Thai']",2.0,"276 Fifth St, San Francisco, CA 94103",(415) 658-7335
Tad’s Steak House,4.1,210,"['American', 'Steakhouses', 'Breakfast & Brunch']",2.0,"38 Ellis St, San Francisco, CA 94102",(415) 956-2139
Chicken Dog Bagels,4.5,33,"['Bagels', 'Salad', 'Sandwiches']",2.0,"237 Cortland Ave, San Francisco, CA 94110",(415) 939-7367
Moya,4.2,431,"['Ethiopian', 'Vegan', 'Vegetarian']",2.0,"121 9th St, San Francisco, CA 94103",(415) 431-5544
Palmyra,4.2,1011,"['Mediterranean', 'Middle Eastern', 'Syrian']",1.0,"700 Haight St, San Francisco, CA 94117",(415) 896-4172
Eagle Cafe,4.1,323,"['New American', 'Seafood']",2.0,"The Embarcadero, Bldg A, Level 2, San Francisco, CA 94133",(415) 862-2500
Villa Taverna,4.5,17,['Italian'],4.0,"27 Hotaling Pl, San Francisco, CA 94111",(415) 981-2333
Art's Cafe,4.3,1264,"['Diners', 'Breakfast & Brunch', 'Korean']",2.0,"747 Irving St, San Francisco, CA 94122",(415) 665-7440
Arbor,3.9,122,"['Burgers', 'Sandwiches']",2.0,"384 Hayes St, San Francisco, CA 94102",(415) 626-1211
Saigon BBQ Noodle House,4.6,298,"['Vietnamese', 'Noodles']",2.0,"1936 Irving St, San Francisco, CA 94122",(415) 941-7970
il Cilentano,4.4,271,"['Italian', 'Bars']",2.0,"579 Columbus Ave, San Francisco, CA 94133",(415) 894-7689
The Social Study,4.2,536,"['Wine Bars', 'Cafes']",2.0,"1795 Geary Blvd, San Francisco, CA 94115",(415) 292-7417
Ly's Vietnamese Cuisine,4.3,606,['Vietnamese'],2.0,"1779 Lombard St, San Francisco, CA 94123",(415) 563-1927
The Bird,4.2,2381,"['Chicken Shop', 'Sandwiches']",2.0,"115 New Montgomery St, San Francisco, CA 94105",(415) 872-9825
Kokkari Estiatorio,4.4,5250,"['Greek', 'Mediterranean']",3.0,"200 Jackson St, San Francisco, CA 94111",(415) 981-0983
Diamond Cafe,4.2,182,"['Cafes', 'Breakfast & Brunch', 'Creperies']",2.0,"751 Diamond St, San Francisco, CA 94114",(415) 655-3674
Trick Dog,4.1,947,"['Cocktail Bars', 'American']",2.0,"3010 20th St, San Francisco, CA 94110",(415) 471-2999
The Progress,4.1,1129,"['New American', 'Cocktail Bars']",4.0,"1525 Fillmore St, San Francisco, CA 94115",(415) 673-1294
Tommaso Ristorante Italiano,4.3,1808,"['Italian', 'Pizza']",2.0,"1042 Kearny St, San Francisco, CA 94133",(415) 398-9696
Dumpling Time,4.2,2707,"['Dim Sum', 'Asian Fusion']",2.0,"11 Division St, San Francisco, CA 94103",(415) 525-4797
Uncle Boy's,3.9,778,"['Burgers', 'Fast Food']",2.0,"245 Balboa St, San Francisco, CA 94118",(415) 742-4468
Nomu Skewers,4.4,96,"['Izakaya', 'Sushi Bars']",2.0,"580 Bush St, Ste 101, San Francisco, CA 94108",(415) 374-7753
Jane The Bakery,4.3,699,"['Bakeries', 'Coffee & Tea', 'Breakfast & Brunch']",2.0,"1881 Geary Blvd, San Francisco, CA 94115",(415) 658-7971
Akiko's Restaurant,4.0,2018,"['Sushi Bars', 'Japanese']",4.0,"430 Folsom St, San Francisco, CA 94105",(415) 397-3218
Mastro's Steakhouse,3.8,775,['Steakhouses'],4.0,"399 Geary St, San Francisco, CA 94102",(415) 363-9539
Gary Danko,4.5,5933,"['New American', 'French', 'Wine Bars']",4.0,"800 N Point St, San Francisco, CA 94109",(415) 749-2060
The Front Porch,3.9,3242,"['Southern', 'Cajun/Creole', 'American']",2.0,"65 29th St, Ste A, San Francisco, CA 94110",(415) 695-7800
Odetokyo,4.2,12,"['Sushi Bars', 'Cocktail Bars', 'Japanese']",2.0,"431 Tehama St, Fl 2, San Francisco, CA 94103",(415) 261-5974
Town's End Brunch,4.3,111,"['Breakfast & Brunch', 'Burgers', 'American']",2.0,"2 Townsend St, San Francisco, CA 94107",(415) 875-9984
ChiliCali,4.9,25,"['Pop-Up Restaurants', 'Caterers', 'Indonesian']",2.0,"1566 Carroll Ave, San Francisco, CA 94124",(707) 504-8126
Ashyan's Lu Ruo Fan,4.8,30,"['Taiwanese', 'Food Delivery Services']",2.0,"San Francisco, CA",(561) 212-7559
House of Prime Rib,4.2,9165,"['American', 'Steakhouses', 'Wine Bars']",3.0,"1906 Van Ness Ave, San Francisco, CA 94109",(415) 885-4605
Izakaya Mayumi,4.6,121,['Izakaya'],2.0,"2221 Clement St, San Francisco, CA 94121",(415) 742-4159
Atelier Crenn,4.3,897,['French'],4.0,"3127 Fillmore St, San Francisco, CA 94123",(415) 440-0460
Fuwa Dumpling 福娃餃子,4.7,35,"['Chinese', 'Noodles', 'Soup']",2.0,"3608 Balboa St, San Francisco, CA 94121",(415) 665-6688
Khamsa,4.1,330,['Moroccan'],2.0,"1503 15th St, San Francisco, CA 94103",(415) 316-9458
Il Pollaio,4.3,430,"['Italian', 'Argentine']",2.0,"555 Columbus Ave, San Francisco, CA 94133",(415) 362-7727
Via Veneto,4.1,327,['Italian'],2.0,"2244 Fillmore St, San Francisco, CA 94115",(415) 346-9211
Golden Boy Pizza,4.4,4409,"['Pizza', 'Italian']",1.0,"542 Green St, San Francisco, CA 94133",(415) 982-9738
Elephant Sushi,4.2,183,"['Sushi Bars', 'Cocktail Bars']",2.0,"400 Grove St, Ste C1, San Francisco, CA 94102",(415) 400-4018
Mesopotamia Kitchen,4.2,116,"['Mediterranean', 'Kebab', 'Halal']",2.0,"3915 24th St, San Francisco, CA 94114",(415) 923-8545
HINODEYA Ramen Union Square,4.2,283,"['Ramen', 'Noodles', 'Breakfast & Brunch']",2.0,"219 O'Farrell St, San Francisco, CA 94102",(415) 740-1484
Saru Sushi Bar,4.3,996,"['Sushi Bars', 'Japanese', 'Seafood']",4.0,"3856 24th St, San Francisco, CA 94114",(415) 400-4510
Cafe Mystique,3.7,707,"['Mediterranean', 'Breakfast & Brunch', 'Burgers']",2.0,"464 Castro St, San Francisco, CA 94114",(415) 865-9963
Grumpy Cafe,4.3,39,"['Japanese', 'Korean', 'American']",1.0,"66 Dorman Ave, San Francisco, CA 94124",(415) 285-2461
Ginza Sushi & Sake,4.2,626,"['Sushi Bars', 'Japanese', 'Salad']",2.0,"1793 Haight St, San Francisco, CA 94117",(415) 742-0552
Fiorella -Polk,3.9,311,"['Pizza', 'Italian']",2.0,"2238 Polk St, San Francisco, CA 94109",(415) 829-7097
Blue Barn,3.8,23,"['Salad', 'Sandwiches', 'Soup']",2.0,"901 Cole St, San Francisco, CA 94117",(415) 742-5505
The Chieftain Irish Pub & Restaurant,4.0,916,"['Sports Bars', 'Burgers', 'Irish Pub']",2.0,"198 5th St, San Francisco, CA 94103",(415) 615-0916
Dunya Bistro,4.0,694,"['Mediterranean', 'Wine Bars', 'Greek']",2.0,"1609 Polk St, San Francisco, CA 94109",(415) 400-5770
Elena,5.0,57,['Mediterranean'],2.0,"347 Columbus Ave, San Francisco, CA 94133",(415) 757-0059
Square Pie Guys,4.0,238,"['Pizza', 'Beer Bar', 'Chicken Wings']",2.0,"845 Beach St, San Francisco, CA 94109",(415) 890-2335
