name,rating,review_count,price,categories,address,latitude,longitude,phone,url
Ryoko's,3.9,3382,$$,"['Sushi Bars', 'Japanese', 'Bars']","619 Taylor St, San Francisco, CA 94102",37.7881987776243,-122.412059158087,(415) 775-1028,https://www.yelp.com/biz/ryokos-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
True Laurel,4.2,391,$$,"['Cocktail Bars', 'Breakfast & Brunch', 'American']","753 Alabama St, San Francisco, CA 94110",37.75953,-122.411448,(415) 341-0020,https://www.yelp.com/biz/true-laurel-san-francisco-3?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
House of Tadu Ethiopian Kitchen,4.4,453,$$,['Ethiopian'],"1130 4th St, San Francisco, CA 94158",37.77385,-122.391771,(415) 655-9344,https://www.yelp.com/biz/house-of-tadu-ethiopian-kitchen-san-francisco-4?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Marugame Udon,3.9,2475,$$,"['Japanese', 'Noodles', 'Asian Fusion']","3251 20th Ave, Space 184, San Francisco, CA 94132",37.72894,-122.47683,(415) 680-1280,https://www.yelp.com/biz/marugame-udon-san-francisco-4?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Kibatsu,4.4,339,$$$,"['Sushi Bars', 'Japanese']","400 Haight St, San Francisco, CA 94117",37.772497,-122.428996,(415) 872-9636,https://www.yelp.com/biz/kibatsu-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Kui Shin Bo,3.8,972,$$,"['Japanese', 'Sushi Bars']","22 Peace Plz, Fl 2, San Francisco, CA 94115",37.785367,-122.429465,(415) 922-9575,https://www.yelp.com/biz/kui-shin-bo-san-francisco-2?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Loquat,4.4,184,$$,"['Bakeries', 'Cafes', 'Desserts']","198 Gough St, San Francisco, CA 94102",37.77495018035684,-122.42237149073912,(415) 994-6594,https://www.yelp.com/biz/loquat-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Yossie's Cantina,5.0,1,,"['Sports Bars', 'Mexican', 'Breakfast & Brunch']","398 7th St, San Francisco, CA 94103",37.77554,-122.40657,,https://www.yelp.com/biz/yossies-cantina-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Nari,4.0,486,$$$,"['Thai', 'Wine Bars', 'Cocktail Bars']","1625 Post St, San Francisco, CA 94115",37.785429928840266,-122.428277,(415) 868-6274,https://www.yelp.com/biz/nari-san-francisco-3?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Rosemary & Pine,4.1,192,$$$,['New American'],"55 Division St, San Francisco, CA 94103",37.769698,-122.403391,(415) 800-7585,https://www.yelp.com/biz/rosemary-and-pine-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Friends Only,4.8,28,$$$$,['Sushi Bars'],"1501 California St, San Francisco, CA 94109",37.79071643719494,-122.4192309879741,,https://www.yelp.com/biz/friends-only-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Bursa,4.2,955,$$,"['Middle Eastern', 'Turkish', 'Mediterranean']","60 West Portal Ave, San Francisco, CA 94127",37.74036,-122.46674,(415) 564-4006,https://www.yelp.com/biz/bursa-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Sessions at the Presidio,3.7,748,$$,"['New American', 'Beer, Wine & Spirits', 'Cocktail Bars']","1 Letterman Dr, Bldg D, San Francisco, CA 94129",37.799238,-122.448184,(415) 655-9413,https://www.yelp.com/biz/sessions-at-the-presidio-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
La Venganza,5.0,4,,"['Mexican', 'Vegan']","945 Market St, San Francisco, CA 94103",37.78305982761162,-122.4086321,,https://www.yelp.com/biz/la-venganza-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
JJamPPong,4.7,511,$$,"['Chinese', 'Korean', 'Seafood']","5249 Mission St, San Francisco, CA 94112",37.71467,-122.4423,(415) 347-7412,https://www.yelp.com/biz/jjamppong-san-francisco-4?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Kokio Republic,4.6,44,$$,"['Chicken Shop', 'Korean']","711 Geary St, San Francisco, CA 94109",37.786358,-122.415116,(415) 376-8394,https://www.yelp.com/biz/kokio-republic-san-francisco-3?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
WenChang Dumpling Restaurant,4.6,139,$$,"['Chinese', 'Noodles', 'Soup']","1650 Balboa St, San Francisco, CA 94121",37.77679,-122.4767,(415) 702-6156,https://www.yelp.com/biz/wenchang-dumpling-restaurant-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Plow,4.1,3267,$$,"['Breakfast & Brunch', 'New American']","1299 18th St, San Francisco, CA 94107",37.762537673684,-122.39535099572,(415) 821-7569,https://www.yelp.com/biz/plow-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Limón,4.0,3570,$$$,"['Peruvian', 'Tapas/Small Plates']","1001 S Van Ness Ave, San Francisco, CA 94110",37.7570514,-122.416461,(415) 821-2134,https://www.yelp.com/biz/lim%C3%B3n-san-francisco-7?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Uncle Chen,4.6,7,,['Chinese'],"704 Post St, San Francisco, CA 94109",37.78781,-122.41366,(415) 527-8922,https://www.yelp.com/biz/uncle-chen-san-francisco-2?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Miller & Lux,4.2,344,$$$$,"['American', 'Steakhouses', 'Seafood']","700 Terry A Francois Blvd, San Francisco, CA 94158",37.76819998383212,-122.38644657401773,(415) 872-6699,https://www.yelp.com/biz/miller-and-lux-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Bandit Dolores,4.3,38,$$,"['Breakfast & Brunch', 'Burgers', 'Sandwiches']","499 Dolores St, San Francisco, CA 94110",37.76166040777992,-122.4258866023667,(415) 529-1248,https://www.yelp.com/biz/bandit-dolores-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
What The Cluck - Haight,4.3,246,$$,"['Thai', 'Chicken Shop', 'Chinese']","1782 Haight St, San Francisco, CA 94117",37.7695304,-122.4515775,(415) 702-6777,https://www.yelp.com/biz/what-the-cluck-haight-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Ar Har Ya,4.9,49,$$,['Burmese'],"357 Kearny St, San Francisco, CA 94108",37.79147715040332,-122.40439555744996,(628) 236-7477,https://www.yelp.com/biz/ar-har-ya-san-francisco-2?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Purple Rice,4.2,288,$$,"['Korean', 'Barbeque', 'Asian Fusion']","509 Haight St, San Francisco, CA 94117",37.771917,-122.430753,(415) 932-6257,https://www.yelp.com/biz/purple-rice-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Chaska Restaurant,4.6,108,$$,"['Indian', 'Pakistani', 'Halal']","5120 Geary Blvd, San Francisco, CA 94118",37.78083,-122.47442,(415) 742-4166,https://www.yelp.com/biz/chaska-restaurant-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Dosa Corner Indian Cuisine,4.3,80,,"['Indian', 'Vegetarian']","1499 Valencia St, San Francisco, CA 94110",37.74903,-122.42005,(415) 400-4303,https://www.yelp.com/biz/dosa-corner-indian-cuisine-san-francisco-3?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Papa's Kitchen,4.4,85,,"['Chinese', 'Noodles', 'Soup']","1705 Haight St, San Francisco, CA 94117",37.76941818035567,-122.45093920833249,(415) 742-4040,https://www.yelp.com/biz/papas-kitchen-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Little Original Joe's,4.2,6,,"['American', 'Burgers']","2301 Chestnut St, San Francisco, CA 94123",37.79999865027373,-122.44135017093056,,https://www.yelp.com/biz/little-original-joes-san-francisco-2?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
The Palm Court at RH San Francisco,4.0,513,,['American'],"590 20th St, San Francisco, CA 94107",37.76076336999215,-122.38736118066213,(415) 865-0407,https://www.yelp.com/biz/the-palm-court-at-rh-san-francisco-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Pancake Boy,4.1,1259,$$,"['Breakfast & Brunch', 'Burgers']","4007 24th St, San Francisco, CA 94114",37.75124,-122.43213,(415) 647-7037,https://www.yelp.com/biz/pancake-boy-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Kantine,4.2,421,$$,"['Scandinavian', 'Breakfast & Brunch']","1906 Market St, San Francisco, CA 94102",37.770655,-122.425312,(415) 735-7123,https://www.yelp.com/biz/kantine-san-francisco-2?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Tony's Pizza Napoletana,4.2,7144,$$,"['Pizza', 'Italian', 'Cocktail Bars']","1570 Stockton St, San Francisco, CA 94133",37.8003315377662,-122.409053979377,(415) 835-9888,https://www.yelp.com/biz/tonys-pizza-napoletana-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Kayma,4.9,16,,['African'],"945 Market St, Fl 2, San Francisco, CA 94103",37.78305321667356,-122.40863247749866,(415) 847-7032,https://www.yelp.com/biz/kayma-san-francisco-6?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Tataki,4.1,1467,$$,"['Sushi Bars', 'Bars']","2827 California St, San Francisco, CA 94115",37.7878390504557,-122.441227674274,(415) 931-1182,https://www.yelp.com/biz/tataki-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Oishinbo Sushi,4.5,44,,['Sushi Bars'],"202 Clement St, San Francisco, CA 94118",37.783245,-122.461444,(628) 432-0764,https://www.yelp.com/biz/oishinbo-sushi-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Za'atar,4.5,187,,"['Mediterranean', 'Food Delivery Services', 'Caterers']","1750 Cesar Chavez, Unit D, San Francisco, CA 94124",37.75097,-122.394127,(415) 562-4030,https://www.yelp.com/biz/zaatar-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Supreme Crab Seafood Buffet,3.5,667,$$,"['Cajun/Creole', 'Seafood', 'Buffets']","245 Jefferson St, Fl 2, San Francisco, CA 94133",37.807856,-122.416456,(415) 673-8888,https://www.yelp.com/biz/supreme-crab-seafood-buffet-san-francisco-13?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Catch French Bistro,4.4,5,,"['Seafood', 'Breakfast & Brunch', 'Cocktail Bars']","2362 Market St, San Francisco, CA 94114",37.76344504393351,-122.4346694,(415) 431-5000,https://www.yelp.com/biz/catch-french-bistro-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
YH-Beijing,4.4,352,$$,['Chinese'],"500 Haight St, San Francisco, CA 94117",37.77219859919826,-122.43062306195498,(415) 355-9125,https://www.yelp.com/biz/yh-beijing-san-francisco-10?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
La Mediterranee,4.2,1745,$$,"['Middle Eastern', 'Mediterranean', 'Armenian']","2210 Fillmore St, San Francisco, CA 94115",37.7900665,-122.4338783,(415) 921-2956,https://www.yelp.com/biz/la-mediterranee-san-francisco-8?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Liholiho Yacht Club,4.5,2769,$$$,"['Bars', 'New American', 'Seafood']","871 Sutter St, San Francisco, CA 94109",37.78843914681705,-122.41450866001664,,https://www.yelp.com/biz/liholiho-yacht-club-san-francisco-2?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Ayahuazka,4.2,17,,"['Peruvian', 'Latin American', 'Breakfast & Brunch']","2704 24th St, San Francisco, CA 94110",37.753141,-122.40668,(510) 417-9816,https://www.yelp.com/biz/ayahuazka-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Izakaya Sozai,3.8,2182,$$,"['Ramen', 'Izakaya', 'Noodles']","1500 Irving St, San Francisco, CA 94122",37.76384193832725,-122.47413,(415) 371-9721,https://www.yelp.com/biz/izakaya-sozai-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Cafe Réveille,3.8,255,$$,"['Breakfast & Brunch', 'Salad', 'Juice Bars & Smoothies']","201 Steiner St, San Francisco, CA 94117",37.7710554824632,-122.432099291995,,https://www.yelp.com/biz/cafe-r%C3%A9veille-san-francisco-8?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
The Anchovy Bar,4.2,254,,['Seafood'],"1740 O'Farrell St, San Francisco, CA 94115",37.78349,-122.43327,(415) 796-2710,https://www.yelp.com/biz/the-anchovy-bar-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
L'mida,4.0,107,$$$,"['Mediterranean', 'Moroccan']","2359 Chestnut St, San Francisco, CA 94123",37.799970043971854,-122.4421898,(415) 400-4686,https://www.yelp.com/biz/l-mida-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
La Fusión,4.4,1215,$$,"['Latin American', 'Comfort Food', 'Peruvian']","475 Pine St, San Francisco, CA 94104",37.7916357455614,-122.403691572642,(415) 781-0894,https://www.yelp.com/biz/la-fusi%C3%B3n-san-francisco-2?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
El Rancho Grande,3.8,488,$$,['Mexican'],"855 Divisadero St, San Francisco, CA 94117",37.77752,-122.43859,(415) 673-8226,https://www.yelp.com/biz/el-rancho-grande-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Umami Sushi,4.9,8,,"['Sushi Bars', 'Japanese', 'Vegetarian']","2512 Clement St, San Francisco, CA 94121",37.782204,-122.486276,(415) 753-9617,https://www.yelp.com/biz/umami-sushi-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Funky Elephant,3.8,59,,"['Thai', 'Wine Bars', 'Seafood']","1270 Valencia St, San Francisco, CA 94110",37.75252086446065,-122.4210213,(415) 400-5741,https://www.yelp.com/biz/funky-elephant-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Alex and Lynnie's Hawaiian Musubis,5.0,3,,"['Hawaiian', 'Food Delivery Services']","San Francisco, CA 95014",37.77712,-122.41966,(669) 240-0875,https://www.yelp.com/biz/alex-and-lynnies-hawaiian-musubis-san-francisco-3?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Bar Crudo,4.2,1955,$$$,['Seafood'],"655 Divisadero St, San Francisco, CA 94117",37.7756673618778,-122.438271045685,(415) 409-0679,https://www.yelp.com/biz/bar-crudo-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Nightbird,4.1,210,$$$$,['New American'],"330 Gough St, San Francisco, CA 94102",37.7765624073566,-122.422850296141,(415) 829-7565,https://www.yelp.com/biz/nightbird-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
K Soul Chicken,4.4,138,$$,"['Korean', 'Chicken Wings', 'Beer Bar']","1710 Polk St, San Francisco, CA 94109",37.7926394,-122.42098215267109,(415) 796-3538,https://www.yelp.com/biz/k-soul-chicken-san-francisco-3?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Cielito Lindo,4.4,332,$$,['Mexican'],"3450 Balboa St, San Francisco, CA 94121",37.7759231,-122.4957889,(415) 742-0959,https://www.yelp.com/biz/cielito-lindo-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
High Treason,4.4,170,$$,"['Wine Bars', 'American']","443 Clement St, San Francisco, CA 94118",37.7827789356149,-122.463955114206,(415) 742-5256,https://www.yelp.com/biz/high-treason-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Piroo,4.5,49,$$,"['Himalayan/Nepalese', 'Tapas/Small Plates', 'Bars']","1101 Polk St, San Francisco, CA 94109",37.7869266401309,-122.42011687055228,(415) 889-9154,https://www.yelp.com/biz/piroo-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
The Spice Jar,4.2,462,$$,['Asian Fusion'],"2500 Bryant St, San Francisco, CA 94110",37.75431249094202,-122.40945071404566,(415) 829-3668,https://www.yelp.com/biz/the-spice-jar-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Merchant Roots,4.6,102,$$$$,['New American'],"1365 Fillmore St, San Francisco, CA 94115",37.782056979136584,-122.4326902,(530) 574-7365,https://www.yelp.com/biz/merchant-roots-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Fly Bar,3.9,780,$$,"['American', 'Beer, Wine & Spirits']","762 Divisadero St, San Francisco, CA 94117",37.77675,-122.43785,(415) 780-1630,https://www.yelp.com/biz/fly-bar-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
The Little Chihuahua,3.9,1596,$$,['Mexican'],"292 Divisadero St, San Francisco, CA 94117",37.7720399,-122.43688,(415) 255-8225,https://www.yelp.com/biz/the-little-chihuahua-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Casements,4.5,101,$$,"['Pubs', 'Irish', 'Beer Gardens']","2351 Mission St, San Francisco, CA 94110",37.759411,-122.418967,(415) 658-7320,https://www.yelp.com/biz/casements-san-francisco-2?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Dumpling Zone,4.6,142,$$,['Dim Sum'],"408 Dewey Blvd, San Francisco, CA 94116",37.74733213802234,-122.45960525993232,(415) 665-6888,https://www.yelp.com/biz/dumpling-zone-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Aziza,4.2,2204,$$$,"['Moroccan', 'Wine Bars', 'Cocktail Bars']","5800 Geary Blvd, San Francisco, CA 94121",37.78043920954344,-122.481689908878,(415) 682-4196,https://www.yelp.com/biz/aziza-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Wilder,3.9,224,$$,"['New American', 'Comfort Food', 'Breakfast & Brunch']","3154 Fillmore St, San Francisco, CA 94123",37.798799,-122.435654,(415) 741-6605,https://www.yelp.com/biz/wilder-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Echigo Home Cook,4.6,42,,"['Japanese', 'Sushi Bars']","870 Valencia St, San Francisco, CA 94110",37.75898,-122.42163,(415) 823-7593,https://www.yelp.com/biz/echigo-home-cook-san-francisco-3?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Jane on Fillmore,3.9,1188,$$,"['Coffee & Tea', 'Bakeries', 'Breakfast & Brunch']","2123 Fillmore St, San Francisco, CA 94115",37.78934,-122.43423,(415) 931-5263,https://www.yelp.com/biz/jane-on-fillmore-san-francisco-2?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Kazan,4.3,625,$$,"['Japanese', 'Sushi Bars', 'Soup']","2809 24th St, San Francisco, CA 94110",37.752694,-122.408469,(415) 282-2001,https://www.yelp.com/biz/kazan-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
Himalayan Cuisine SF,4.8,131,$$,"['Indian', 'Himalayan/Nepalese']","1412 Polk St, San Francisco, CA 94109",37.789918,-122.42037,(415) 359-1236,https://www.yelp.com/biz/himalayan-cuisine-sf-san-francisco?adjust_creative=tAOVWtFXWWTfL-AgnlXHTQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tAOVWtFXWWTfL-AgnlXHTQ
